"","gender","age","country","handed","languages","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","travel","timetravel","bagweight","bagcarry","favlearning","reaction","cellmonths","fitlevel","pulserest","prefquality","superpower","timetaken","year"
"16703","male",14,"newzealand","right",2,178,15,125,NA,NA,9,30,40,"bus",30,NA,"two","technology",0.469,11,"quitefit",52,"healthy","telepathy",869,9
"5358","male",10,"newzealand","right",1,158,24,153,17,32,45,82,81,"walk",18,2700,"two","health",0.395,0,"quitefit",92,"famous","strength",778,6
"9586","female",14,"england","right",1,165,23,165,12,30,40,80,80,"walk",5,NA,"one","english",0.391,38,"quitefit",-1,"happy","fly",1016,10
"11789","female",14,"newzealand","right",1,167,24,165,16,31,47,80,80,"bus",30,NA,"two","arts",0.328,6,"unfit",0,"happy","time",360,10
"17192","female",14,"england","right",3,164,23,165,16,31,41,70,65,"motor",1,5000,"two","social",0.484,16,"quitefit",54,"famous","time",749,10
"15761","female",14,"New Zealand","right",1,165,26,163,19,38,42,80,80,"walk",5,2400,"one","languages",0.344,5,"veryfit",72,"happy","telepathy",1133,10
"13719","female",13,"Holland","right",1,157,22,150,17,32,39,90,80,"motor",15,4100,"two","technology",0.328,24,"unfit",80,"happy","invisibility",2098,9
"8755","female",12,"newzealand","right",1,NA,9,151,17,34,38,80,70,"walk",20,NA,"diagonal","arts",NA,9,"veryfit",26,"happy","invisibility",1295,8
"17778","female",14,"newzealand","right",1,168,25,167,15,31,44,68,75,"bus",45,10000,"one","arts",0.369,12,"quitefit",78,"happy","fly",638,10
"3765","male",14,"newzealand","right",1,172,27,171,17,36,42,63,65,"bus",15,3000,"two","health",0.375,3,"veryfit",56,"happy","fly",634,10
"15429","female",13,"australia","right",1,157,23,157,15,31,41,82,78,"motor",4,2000,"one","health",1.297,12,"quitefit",88,"happy","telepathy",933,8
"15068","female",13,"newzealand","left",1,166,24,166,16,32,42,90,95,"bike",10,5600,"two","health",0.409,15,"veryfit",73,"happy","invisibility",358,9
"20168","female",15,"newzealand","right",1,160,24,152,15,28,38,75,75,"walk",0,NA,"one","health",0.519,6,"littlefit",70,"happy","telepathy",1056,12
"15193","male",14,"newzealand","left",1,174,30,168,16,33,18,70,65,"walk",40,NA,"one","technology",1.512,5,"littlefit",80,"famous","fly",510,10
"10788","male",14,"newzealand","right",1,174,10,26,18,35,43,85,65,"motor",15,6000,"two","languages",0.969,26,"littlefit",-1,"rich","time",1298,10
"7066","male",13,"newzealand","right",2,160,24,63,6,33,35,75,80,"bus",65,NA,"two","technology",1.125,4,"littlefit",66,"happy","strength",457,9
"19814","male",13,"newzealand","right",1,154,22,155,15,34,40,66,63,"bus",35,5000,"two","health",0.39,18,"quitefit",84,"healthy","time",593,9
"93","male",12,"samoa","right",2,147,24,149,16,30,16,8,10,"motor",10,NA,"two","mathstats",1.804,NA,"littlefit",-1,"happy","fly",499,8
"17951","female",13,"australia","right",1,159,22,NA,15,30,41,70,70,"bus",25,NA,"two","health",1.39,24,"veryfit",30,"rich","invisibility",671,9
"17424","male",13,"newzealand","right",NA,145,75,157,17,37,41,75,65,"walk",3,NA,"two","technology",0.343,16,"littlefit",84,"healthy","telepathy",791,9
"7659","female",12,"newzealand","right",1,156,22,156,15,19,46,6,6,"walk",15,2000,"two","arts",0.406,15,"quitefit",64,"rich","invisibility",1580,9
"15718","male",13,"newzealand","right",1,157,23,155,15,30,45,80,76,"bike",20,NA,"two","health",1.172,18,"quitefit",8,"happy","time",1733,9
"18723","female",13,"England","right",2,154,25,152,16,32,42,80,75,"motor",25,4000,"one","arts",0.469,15,"veryfit",80,"famous","fly",1297,9
"9049","male",11,"newzealand","right",1,151,32,153,15,31,38,70,70,"walk",5,NA,"two","mathstats",0.797,0,"quitefit",68,"healthy","time",1365,7
"7373","female",13,"bosnia","right",2,164,24,169,15,34,43,80,80,"bus",25,500,"two","social",0.516,12,"veryfit",76,"happy","fly",620,10
"18986","female",13,"newzealand","left",1,184,24,158,6,31,42,90,100,"walk",2,NA,"two","arts",0.422,13,"quitefit",68,"happy","telepathy",756,9
"11019","female",13,"newzealand","right",1,167,25,174,18,32,45,82,88,"bus",58,2800,"one","health",0.437,41,"quitefit",-1,"happy","time",514,9
"11145","female",12,"newzealand","right",1,164,29,165,16,32,43,80,72,"bus",33,4000,"two","english",0.391,28,"littlefit",104,"happy","fly",884,9
"16599","female",14,"newzealand","right",2,169,25,169,15,31,43,85,83,"bus",35,4563,"two","english",1.689,2,"quitefit",68,"happy","fly",921,10
"4817","female",13,"newzealand","right",1,163,24,42,14,30,42,70,60,"walk",20,3000,"diagonal","arts",0.594,14,"veryfit",-1,"famous","fly",726,8
"11293","male",12,"christchurch","left",1,159,24,165,29,32,14,9,10,"walk",10,NA,"two","health",0.503,0,"quitefit",-1,"healthy","strength",904,8
"1199","female",10,"newzealand","right",1,147,23,151,16,33,44,8,8,"motor",10,2000,"one","arts",0.587,0,"quitefit",80,"happy","telepathy",894,6
"1358","female",13,"newzealand","right",1,167,26,75,18,34,46,100,105,"bus",24,NA,"one","arts",0.966,28,"littlefit",64,"rich","time",1335,9
"13749","male",10,"newzealand","right",1,142,21,138,15,28,37,67,69,"walk",10,NA,"two","health",0.421,0,"veryfit",56,"happy","telepathy",694,6
"11676","male",14,"newzealand","right",1,183,31,183,18,36,49,100,100,"bus",25,2000,"two","technology",0.344,0,"quitefit",80,"healthy","fly",888,10
"17467","female",13,"newzealand","right",NA,166,24,168,18,34,40,8,7,"walk",10,500,"two","english",0.289,3,"littlefit",60,"happy","fly",771,9
"9828","male",14,"england","ambi",2,165,26,160,15,35,56,80,75,"walk",1,4000,"hand","health",0.429,NA,"quitefit",70,"rich","time",330,9
"2725","female",16,"newzealand","right",2,162,24,162,6,33,39,73,76,"motor",12,1000,"two","science",0.422,48,"littlefit",65,"healthy","invisibility",1123,12
"5698","male",11,"newzealand","right",2,161,28,150,16,30,40,80,95,"other",5,1000,"one","health",0.561,12,"veryfit",85,"famous","telepathy",749,7
"8363","female",15,"newzealand","right",NA,151,19,144,16,31,41,75,70,"motor",15,3000,"one","health",0.406,2,"quitefit",64,"happy","fly",762,11
"4349","female",13,"newzealand","right",1,160,23,166,15,30,40,75,60,"bus",6,NA,"diagonal","arts",0.351,5,"littlefit",72,"happy","telepathy",1267,9
"6457","male",13,"thailand","right",2,159,22,64,17,34,44,73,72,"walk",10,2500,"two","health",0,12,"quitefit",52,"happy","strength",1230,9
"17353","female",14,"newzealand","right",1,170,23,164,15,33,39,7,7,"walk",30,NA,"one","mathstats",1.562,15,"quitefit",64,"happy","fly",704,10
"17801","male",10,"philipens","right",5,155,22,151,15,31,38,8,8,"walk",10,NA,"two","science",0.64,77,"quitefit",77,"happy","invisibility",1007,6
"2078","male",12,"newzealand","right",1,163,26,165,19,36,43,82,75,"motor",10,NA,"two","arts",0.39,6,"littlefit",76,"happy","time",461,8
"5723","female",13,"newzealand","right",1,NA,23,74,20,31,55,18,17,"walk",30,1000,"two","arts",0.451,0,"littlefit",-1,"happy","time",613,9
"12653","male",14,"newzealand","right",2,178,28,185,17,37,49,100,95,"walk",15,5300,"two","technology",1.594,9,"quitefit",80,"happy","invisibility",473,10
"2154","female",14,"newzealand","right",1,165,24,NA,14,30,41,8,8,"walk",5,6800,"two","health",0.312,16,"veryfit",88,"happy","fly",582,10
"8321","female",12,"Zimbabwe","left",1,152,24,148,16,29,34,90,84,"walk",4,600,"two","science",0.516,0,"littlefit",100,"healthy","fly",1062,8
"10913","male",13,"newzealand","right",1,175,27,180,17,37,18,68,74,"motor",5,4500,"two","social",0.375,19,"veryfit",60,"healthy","fly",929,9
"9916","male",14,"newzealand","right",1,157,28,155,15,32,42,82,73,"motor",30,7000,"two","technology",0.937,1,"littlefit",52,"happy","fly",568,10
"8608","female",13,"newzealand","right",1,152,22,151,16,28,41,75,80,"walk",20,5000,"two","arts",0.359,21,"quitefit",85,"happy","time",471,9
"2275","female",12,"newzealand","right",1,165,25,60,15,32,42,80,80,"bus",5,NA,"two","health",2.223,5,"quitefit",55,"rich","fly",586,8
"4307","female",11,"newzealand","right",1,153,25,152,17,30,39,80,70,"bus",50,3000,"one","health",0.453,0,"quitefit",56,"famous","fly",1746,8
"7637","female",11,"newzealand","right",NA,142,2,NA,84,NA,59,3,4,"motor",10,NA,"two","english",NA,20,"unfit",10,"rich","strength",1996,7
"5537","male",10,"hbc","right",2,150,16,NA,14,10,12,60,60,"walk",10,NA,"two","technology",NA,2,"quitefit",30,"rich","strength",708,6
"10671","male",14,"newzealand","right",1,173,27,173,18,36,48,80,90,"bus",30,4000,"diagonal","science",0.64,0,"littlefit",72,"rich","time",763,10
"5019","male",13,"newzealand","right",3,149,30,150,15,30,43,83,40,"walk",20,1000,"two","health",0.344,72,"quitefit",108,"healthy","strength",1102,9
"7202","male",13,"newzealand","right",1,165,25,150,16,30,49,80,85,"walk",15,3000,"two","health",0.406,15,"quitefit",80,"happy","fly",626,9
"18486","male",10,"newzealand","right",1,149,24,149,15,30,42,62,66,"motor",NA,NA,"one","technology",0.421,6,"littlefit",76,"rich","time",705,6
"3977","female",14,"china","right",3,162,23,63,15,31,42,92,98,"walk",10,2000,"one","languages",0.375,20,"quitefit",68,"rich","fly",618,10
"11028","male",14,"newzealand","right",1,173,27,177,18,39,48,78,89,"motor",4,3000,"two","health",0.422,1,"littlefit",94,"rich","time",723,10
"918","male",13,"Canada","right",2,155,26,157,19,32,42,75,80,"walk",10,1000,"two","arts",NA,7,"quitefit",60,"happy","fly",877,9
"13888","male",12,"newzealand","right",1,100,149,149,15,31,38,60,60,"motor",16,NA,"two","science",1.532,0,"quitefit",86,"rich","strength",1180,7
"12609","male",12,"newzealand","right",1,152,30,152,13,30,40,4,7,"bike",60,2700,"two","science",0.344,2,"littlefit",20,"happy",NA,709,8
"18465","female",14,"newzealand","right",1,173,26,169,15,30,45,92,110,"walk",8,2000,"one","arts",0.444,4,"littlefit",80,"happy","fly",580,11
"2143","male",11,"newzealand","right",1,141,23,144,12,29,39,82,80,"walk",30,853,"two","science",0.343,0,"littlefit",94,"rich","invisibility",618,7
"7385","female",14,"newzealand","right",2,176,26,174,15,31,45,100,102,"walk",20,NA,"two","technology",0.313,8,"littlefit",96,"happy","invisibility",560,10
"13953","female",13,"australia","left",1,160,19,163,6,30,32,8,8,"motor",24,NA,"diagonal","health",1.53,10,"quitefit",120,"happy","telepathy",1213,9
"15947","female",14,"newzealand","right",2,154,21,160,16,32,37,80,65,"walk",30,800,"diagonal","health",0.56,6,"veryfit",70,"happy","invisibility",825,9
"7307","female",10,"newzealand","right",1,134,20,125,14,29,37,65,72,"motor",15,3400,"two","mathstats",0.46,0,"quitefit",72,"healthy","telepathy",816,6
"4618","male",12,"newzealand","right",1,154,24,148,7,13,50,26,46,"walk",10,7000,"two","arts",0.38,15,"quitefit",-1,"happy","fly",827,9
"1059","male",13,"newzealand","right",1,186,28,195,18,34,50,109,119,"walk",15,3000,"two","health",0.354,5,"quitefit",80,"rich","time",833,9
"10912","male",13,"newzealand","right",2,159,25,163,16,30,38,62,67,"motor",3,5000,"two","technology",1.453,0,"quitefit",80,"happy","fly",793,9
"10162","female",9,"newzealand","right",2,143,13,34,6,20,15,6,5,"motor",20,NA,"two","arts",NA,0,"quitefit",190,"healthy","fly",1275,5
"12433","female",12,"newzealand","right",3,149,21,146,14,30,41,80,70,"motor",1,4100,"two","arts",0.375,18,"quitefit",-1,"happy","time",802,8
"18868","female",14,"newzealand","right",2,158,19,158,14,30,40,92,90,"motor",4,3600,"one","technology",0.36,17,"littlefit",72,"happy","telepathy",484,10
"3814","female",14,"newzealand","right",1,159,23,159,15,31,41,68,61,"motor",40,NA,"one","arts",0.453,16,"quitefit",80,"happy","telepathy",733,10
"20111","female",13,"newzealand","ambi",5,165,24,164,17,31,47,102,102,"motor",20,6600,"one","arts",0.39,3,"quitefit",180,"famous","invisibility",617,9
"5663","male",13,"newzealand","right",2,157,23,155,16,31,50,50,74,"bus",10,5000,"two","health",0.37,4,"quitefit",90,"happy","strength",724,9
"17489","male",14,"newzealand","ambi",1,170,25,170,21,33,50,9,9,"walk",2,2000,"two","technology",0.36,0,"quitefit",103,"rich","time",436,10
"20028","female",15,"england","right",2,95,25,95,25,25,25,25,25,"motor",7,NA,"two","mathstats",0.36,12,"unfit",56,"happy","invisibility",1072,11
"2331","female",14,"newzealand","right",2,167,23,166,16,30,53,91,55,"walk",25,5000,"two","health",0.36,24,"littlefit",85,"healthy","fly",632,10
"6126","male",10,"newzealand","ambi",2,130,20,60,10,20,60,70,60,"bus",15,NA,"two","mathstats",3.063,0,"veryfit",13,"healthy","invisibility",957,6
"11437","male",12,"newzealand","right",1,163,25,162,17,33,41,100,106,"motor",5,3000,"one","health",0.406,NA,"quitefit",84,"rich","fly",472,8
"17979","male",12,"newzealand","right",1,169,26,153,19,42,39,87,73,"motor",10,NA,"one","english",0.359,18,"unfit",84,"healthy","time",1536,8
"20181","female",13,"newzealand","right",1,166,26,81,18,27,46,69,72,"bus",17,NA,"one","languages",0.422,1,"quitefit",-1,"happy","time",2588,9
"4411","male",12,"newzealand","right",1,163,27,167,16,34,45,60,66,"motor",8,2000,"two","health",0.36,NA,"veryfit",60,"happy","fly",471,8
"9760","female",11,"newzealand","right",2,165,26,169,15,12,42,10,81,"motor",7,NA,"one","health",0.388,6,"quitefit",90,"famous","telepathy",1107,7
"4741","male",9,"newzealand","right",1,140,19,135,13,27,53,50,60,"motor",4,NA,"two","technology",0.805,0,"quitefit",24,"healthy","time",1138,6
"19035","female",NA,"newzealand","right",2,164,23,167,15,34,46,92,70,"motor",4,NA,"diagonal","health",0.297,1,"quitefit",46,"healthy","fly",548,12
"14358","male",15,"newzealand","ambi",1,174,26,178,17,33,45,70,93,"bus",15,5200,"two","health",0.9,0,"quitefit",62,"happy","strength",693,10
"4389","female",12,"newzealand","right",1,158,24,158,22,38,44,6,5,"bike",25,NA,"two","arts",NA,3,"quitefit",120,"happy","invisibility",792,9
"4675","female",13,"isle of man","right",1,166,22,60,14,30,50,7,8,"bus",25,NA,"diagonal","health",0.439,3,"quitefit",72,"happy","fly",1458,9
"20079","male",16,"newzealand","right",1,177,27,176,18,35,47,70,75,"motor",12,NA,"diagonal","social",0.355,4,"quitefit",72,"happy","strength",690,12
"16369","male",13,"newzealand","right",1,156,8,86,NA,19,47,48,51,"other",5,NA,"two","arts",0.5,3,"veryfit",64,"happy","telepathy",984,8
"11314","female",16,"newzealand","left",2,165,32,165,15,31,42,82,9,"bus",30,NA,"two","arts",0.43,9,"littlefit",72,"happy","time",679,12
"11551","female",12,"newzealand","ambi",1,178,27,70,19,42,NA,8,10,"motor",2,NA,"diagonal","science",0.391,3,"unfit",60,"happy","invisibility",794,8
"14235","male",13,"newzealand","right",1,169,25,165,26,33,45,71,71,"bus",60,1500,"one","health",0.359,14,"quitefit",92,"happy","time",1554,9
"18315","male",12,"newzealand","right",1,163,25,200,7,14,49,70,80,"motor",45,4000,"two","health",0.628,40,"quitefit",-1,"happy","strength",1308,8
"19958","male",14,"newzealand","left",2,177,27,NA,17,40,53,102,98,"walk",25,2400,"one","health",0.406,14,"quitefit",64,"happy","time",532,10
"9764","female",12,"newzealand","right",1,161,25,163,17,13,43,80,93,"motor",20,NA,"diagonal","arts",0.411,6,"veryfit",60,NA,NA,1017,7
"11229","female",14,"newzealand","left",1,174,30,174,15,25,45,100,100,"other",45,NA,"two","arts",0.453,24,"littlefit",84,"happy","time",734,10
"14892","female",15,"Russia","right",3,169,26,169,15,32,44,70,75,"walk",3,NA,"diagonal","arts",0.406,3,"veryfit",59,"happy","telepathy",724,10
"18309","female",13,"newzealand","right",1,156,22,160,6,12,16,76,67,"train",58,1200,"one","social",3.25,15,"littlefit",64,"happy","fly",864,9
"17539","female",14,"newzealand","right",2,166,26,157,15,31,47,9,7,"bus",48,7000,"two","arts",0.39,29,"littlefit",72,"rich","telepathy",508,10
"12445","female",11,"newzealand","right",2,160,25,159,17,29,45,77,8,"bike",10,2700,"two","arts",0.577,12,"quitefit",66,"healthy","invisibility",1091,7
"13884","female",11,"newzealand","right",1,165,24,NA,17,119,NA,80,80,"motor",10,NA,"one","languages",0.424,NA,"littlefit",48,"famous","telepathy",1040,7
"19536","male",13,"newzealand","right",2,175,24,169,17,33,54,NA,85,NA,50,800,"one","health",0.297,20,"quitefit",75,"famous","strength",447,9
"6954","female",12,"newzealand","right",1,168,23,166,17,31,44,7,7,"walk",20,500,"two","languages",0.639,4,"quitefit",72,"rich","invisibility",381,9
"17225","female",10,"newzealand","right",1,138,20,126,18,27,37,80,80,"motor",20,5500,"two","arts",0.416,24,"veryfit",44,"rich","fly",1121,6
"18853","male",13,"newzealand","right",1,178,26,171,20,34,46,67,81,"bus",28,9100,"two","technology",0.453,29,"littlefit",56,"happy","telepathy",827,9
"1958","female",12,"newzealand","right",1,158,23,156,16,32,41,64,54,"bus",55,2600,"two","social",0.36,14,"littlefit",80,"happy","telepathy",833,8
"7130","female",13,"newzealand","left",2,167,21,161,14,32,46,65,70,"bus",15,3000,"two","health",0.343,3,"littlefit",86,"happy","telepathy",457,9
"10154","female",10,"newzealand","right",1,139,21,NA,14,21,40,75,90,"walk",5,4000,"two","social",0.562,0,"quitefit",120,"happy","telepathy",1121,7
"1404","female",13,"newzealand","right",1,166,24,165,15,31,44,71,76,"walk",14,5000,"two","social",0.3,38,"littlefit",56,"happy","invisibility",490,9
"7844","male",10,"newzealand","left",1,141,21,136,14,29,34,81,77,"motor",15,2250,"two","technology",0.358,0,"littlefit",84,"healthy","fly",234,6
"16781","male",14,"newzealand","right",1,163,25,153,14,32,56,60,70,"bike",2,3100,"two","technology",2.266,0,"quitefit",-1,"happy","strength",694,9
"10611","female",14,"newzealand","right",1,164,21,70,16,31,28,120,100,"bus",60,800,"one","arts",0.852,4,"littlefit",96,"famous","telepathy",1304,9
"7000","female",11,"newzealand","right",3,164,21,63,6,13,NA,80,70,"motor",5,NA,"one","health",0.312,36,"quitefit",-1,"rich","time",968,8
"18768","female",10,"newzealand","right",3,146,23,147,13,28,45,100,70,"bus",20,1500,"diagonal","arts",0.42,0,"quitefit",66,"rich","time",793,6
"3532","female",11,"newzealand","right",1,136,22,137,14,28,15,80,80,"bus",37,5000,"two","health",1.453,27,"veryfit",65,"happy","fly",1136,7
"17815","male",9,"newzealand","right",2,130,21,126,16,30,326,60,70,"motor",20,NA,"one","arts",0.734,0,"veryfit",57,"healthy","fly",2072,5
"7023","female",13,"newzealand","right",2,156,23,156,15,29,41,60,59,"walk",20,NA,"one","languages",0.375,2,"quitefit",76,"happy",NA,545,9
"12240","female",15,"newzealand","left",2,164,23,165,16,44,43,80,75,"bus",30,NA,"diagonal","arts",0.347,0,"littlefit",76,"happy","time",231,11
"19150","female",14,"Taiwan","right",4,165,24,164,20,35,60,70,73,"bus",15,500,"two","science",0.521,24,"quitefit",72,"healthy","time",970,10
"10533","female",14,"newzealand","right",1,152,21,156,15,33,39,72,74,"walk",15,3000,"diagonal","arts",0.438,14,"littlefit",55,"happy","invisibility",565,10
"58","female",14,"newzealand","right",1,169,27,175,19,39,47,100,100,"walk",5,600,"two","health",0.906,15,"littlefit",72,"rich","invisibility",512,10
"17186","female",14,"newzealand","right",2,165,24,167,17,30,42,75,75,"motor",16,5000,"two","arts",0.578,15,"littlefit",76,"famous","fly",644,10
"6002","male",15,"newzealand","right",1,162,0,172,15,34,45,7,8,"walk",10,NA,"two","social",0.37,18,"quitefit",76,"happy","time",330,11
"18387","male",14,"newzealand","right",NA,167,8,168,20,37,49,95,9,"bus",23,2000,"diagonal","health",2.732,0,"quitefit",80,"famous","telepathy",1361,10
"12741","male",14,"newzealand","right",1,175,26,174,16,35,47,88,75,"walk",35,4000,"two","english",0.328,2,"littlefit",72,"happy","time",221,10
"17226","female",13,"newzealand","left",1,165,25,65,14,31,43,65,80,"walk",0,5000,"one","science",0.641,8,"quitefit",65,"rich","telepathy",749,9
"18683","female",13,"newzealand","right",1,150,22,148,16,32,36,80,90,"bus",43,3000,"one","social",1.734,15,"littlefit",66,"happy","telepathy",781,9
"4893","female",10,"newzealand","right",1,155,23,134,18,30,38,90,100,"motor",7,NA,"one","arts",0.406,0,"quitefit",72,"happy","invisibility",834,6
"9214","female",13,"newzealand","right",2,152,22,64,19,33,38,77,69,"bus",55,NA,"two","arts",0,24,"littlefit",77,"rich","strength",451,9
"384","female",10,"newzealand","right",1,138,20,143,14,30,37,7,8,"walk",10,NA,"two","health",1.359,0,"veryfit",56,"healthy","fly",1083,6
"3185","male",11,"newzealand","right",NA,140,23,142,15,31,38,6,7,NA,4,810,"two","health",0.353,11,"veryfit",39,"famous","strength",658,8
"15159","female",15,"newzealand","right",1,165,24,167,17,31,41,95,78,"walk",15,NA,"two","english",0.906,28,"quitefit",96,"happy","telepathy",1542,10
"16471","female",15,"newzealand","right",3,165,25,166,15,31,42,80,85,"walk",2,6000,"two","health",0.344,4,"quitefit",80,"healthy","telepathy",421,10
"4147","male",12,"newzealand","right",5,140,21,135,15,32,51,72,72,"other",5,NA,"two","health",0.438,17,"veryfit",44,"rich","strength",489,8
"4318","female",12,"newzealand","right",2,100,23,151,18,31,42,6,6,"bus",10,NA,"two","health",0.672,8,"littlefit",24,"rich","fly",813,8
"2136","female",13,"newzealand","right",2,161,21,NA,15,31,44,8,50,"bus",20,NA,"one","arts",3.481,5,"veryfit",68,"happy","invisibility",1541,9
"9890","female",11,"newzealand","right",2,156,23,153,16,31,45,80,90,"bus",20,NA,"one","arts",0.406,0,"quitefit",96,"rich","invisibility",589,7
"18376","female",14,"newzealand","right",1,167,25,168,15,31,40,17,19,"motor",15,2000,"one","health",0.5,5,"quitefit",92,"happy","fly",1271,10
"1473","female",12,"newzealand","right",1,158,25,34,15,33,40,75,85,"bus",62,4000,"one","health",1.265,48,"quitefit",62,"happy","time",733,9
"16605","female",14,"newzealand","right",2,161,23,157,14,30,40,65,60,"bus",45,3335,"two","arts",0,4,"littlefit",76,"happy","time",1192,10
"7800","female",9,"newzealand","right",2,144,23,137,13,26,37,80,90,"motor",3,2250,"one","health",0.501,0,"veryfit",52,"happy","fly",563,6
"15091","female",13,"newzealand","left",2,164,25,159,16,33,41,72,80,"motor",7,2200,"two","health",0.53,10,"littlefit",90,"happy","telepathy",560,9
"13926","female",13,"newzealand","right",2,172,27,169,16,32,43,9,10,"bus",22,5300,"two","health",0.421,7,"quitefit",64,"happy","telepathy",477,9
"3119","female",12,"newzealand","right",1,147,0,150,NA,NA,39,9,8,"motor",NA,NA,"two","arts",0.359,1,"quitefit",66,"healthy","fly",1162,8
"7026","male",11,"australia","right",1,139,0,21,6,12,14,NA,63,"walk",NA,NA,"diagonal","health",0.453,12,"veryfit",66,"happy","time",1010,7
"15636","male",14,"newzealand","ambi",1,167,29,168,16,32,42,7,8,"motor",10,NA,NA,"science",0.344,26,"littlefit",76,"happy","time",1063,9
"308","male",15,"newzealand","right",1,182,28,193,19,40,45,80,76,"walk",7,2700,"two","health",0.344,7,"littlefit",76,"happy","fly",462,11
"17768","female",10,"newzealand","right",1,146,25,160,14,NA,37,80,NA,"motor",10,NA,"one","arts",0.544,9,"littlefit",72,"healthy","telepathy",642,6
"18246","male",13,"newzealand","right",1,160,31,160,17,33,48,7,7,"walk",15,2000,"diagonal","health",0.479,4,"littlefit",60,"happy","time",980,9
"2689","female",12,"newzealand","right",1,160,24,167,18,35,48,70,80,"walk",10,500,"diagonal","languages",0.374,NA,"quitefit",96,"happy","time",769,8
"3684","female",15,"newzealand","right",1,160,22,160,15,31,51,75,65,"bus",20,6000,"two","arts",0.297,3,"quitefit",68,"rich","fly",733,11
"19153","male",15,"newzealand","right",1,191,10,190,18,36,58,90,85,"walk",20,NA,"one","health",0.21,16,"quitefit",56,"happy","strength",1039,11
"3877","male",9,"newzealand","ambi",1,134,22,134,14,29,33,60,60,"bike",8,2400,"two","health",0.446,0,"veryfit",76,"rich","invisibility",883,6
"14264","male",13,"newzealand","right",2,184,36,186,19,42,47,80,71,"bus",35,NA,"one","health",0.375,27,"quitefit",60,"rich","time",780,9
"17142","male",13,"newzealand","right",1,165,27,NA,22,35,49,7,8,"walk",2,NA,"two","arts",3.141,6,"littlefit",60,"happy","time",923,9
"8299","female",9,"newzealand","right",1,141,20,134,16,29,67,54,54,"bike",15,2000,"two","arts",0.411,0,"quitefit",84,"happy","fly",796,5
"8980","female",10,"Tuvalu","right",2,150,24,147,18,13,54,60,70,"walk",15,NA,"two","english",0.39,0,"quitefit",112,"famous","invisibility",806,6
"14884","male",14,"newzealand","ambi",1,181,27,180,15,24,43,42,42,"motor",20,600,"diagonal","arts",0.391,9,"quitefit",52,"happy","telepathy",507,10
"19417","female",14,"newzealand","right",1,164,255,167,16,32,42,75,77,"walk",15,3000,"two","mathstats",0.36,10,"quitefit",112,"happy","fly",1095,10
"9914","male",14,"scotland","right",1,172,23,164,16,35,44,75,75,"motor",19,4000,"two","technology",0.406,20,"quitefit",60,"famous","time",1706,10
"12279","female",16,"southafrica","right",2,169,25,168,16,33,43,75,80,"walk",45,NA,"one","languages",1.131,10,"littlefit",73,"famous","telepathy",537,11
"16908","male",15,"southafrica","right",1,167,27,NA,15,33,42,87,62,"motor",20,3000,"two","technology",0,8,"quitefit",76,"happy","strength",494,10
"13461","female",13,"Philippines","left",3,161,21,163,15,29,44,7,6,"motor",10,4200,"one","technology",0.328,8,"quitefit",104,"healthy","time",986,9
"1953","female",13,"newzealand","right",1,153,25,149,16,36,40,80,70,"bus",35,NA,"two","english",0.3,15,"littlefit",72,"happy","invisibility",512,9
"16979","female",13,"newzealand","right",1,171,25,174,16,30,43,10,10,"bus",15,750,"two","arts",NA,11,"quitefit",80,"happy","fly",924,9
"845","male",12,"Sri Lanka","right",4,146,25,146,15,29,48,7,6,"bus",13,NA,NA,NA,0.447,24,"veryfit",72,"famous","telepathy",942,8
"14141","female",13,"cookisl","right",2,NA,26,43,17,30,41,6,6,"walk",20,NA,"one","health",0.547,24,"quitefit",74,"happy","time",961,9
"1565","female",14,"newzealand","right",2,158,23,NA,16,40,305,75,70,"motor",15,3200,"two","social",NA,7,"quitefit",16,"healthy","telepathy",427,10
"9055","male",11,"newzealand","right",1,137,20,134,NA,11,37,6,5,"motor",20,NA,"two","arts",0.469,4,"quitefit",-1,"happy","time",767,7
"10901","male",13,"newzealand","right",1,168,26,167,16,32,48,90,100,"motor",20,7000,"two","arts",0.406,4,"veryfit",63,"happy","invisibility",511,9
"5431","female",11,"newzealand","right",1,146,81,NA,6,13,38,7,8,"walk",5,NA,"two","science",0,2,"quitefit",62,"famous","time",383,7
"4367","male",13,"newzealand","right",NA,166,27,172,18,31,46,100,110,"bike",6,3400,"two","health",0.36,36,"veryfit",80,"happy","fly",1043,9
"18063","female",14,"newzealand","right",1,163,24,168,16,34,43,73,76,"bus",40,NA,"one","health",0.422,0,"quitefit",-1,"happy","invisibility",1551,10
"12376","female",14,"newzealand","left",1,170,22,170,17,32,45,80,82,"motor",30,500,"one","arts",0.349,48,"quitefit",60,"rich","fly",1000,10
"9492","female",9,"newzealand","right",1,130,130,120,13,32,8,6,7,"motor",10,NA,"two","arts",0,3,"littlefit",7,"famous","invisibility",1016,5
"15433","female",14,"china","right",3,163,20,160,16,31,40,70,75,"motor",10,NA,"one","science",0.412,36,"littlefit",92,"healthy","time",1348,9
"2969","female",10,"southafrica","right",2,129,19,121,14,28,24,59,52,"walk",15,2200,"two","health",0.422,0,"quitefit",84,NA,NA,625,6
"12254","male",15,"newzealand","right",NA,NA,24,175,19,37,46,80,70,"bus",40,8000,"one","english",0.273,7,"unfit",21,"happy","strength",423,11
